stamp,d005es16583,d005es16640,d005es16661,d005es16701,d005es16732,d005es16756,d005es16802,d005es16831,d005es16885,d005es16919
2015-01-17 22:10:00,57,53,60,57,57,57,57,56,53,58
2015-01-17 22:15:00,57,55,60,54,58,58,55,57,54,59
2015-01-17 22:20:00,57,56,63,57,57,58,59,57,56,59
2015-01-17 22:25:00,59,55,62,59,56,60,61,59,57,60
2015-01-17 22:30:00,59,55,62,58,59,60,63,62,59,63
2015-01-17 22:35:00,60,58,58,59,57,62,63,60,58,60
2015-01-17 22:40:00,59,58,63,59,62,61,62,61,59,62
2015-01-17 22:45:00,59,56,63,57,60,61,65,61,58,63
2015-01-17 22:50:00,60,57,63,58,60,61,64,62,58,63
2015-01-17 22:55:00,58,56,61,60,59,62,60,59,55,60
2015-01-17 23:00:00,58,53,63,60,57,60,62,62,59,63
2015-01-17 23:05:00,57,52,61,56,57,60,58,59,57,60
2015-01-17 23:10:00,56,49,61,58,59,60,56,58,55,59
2015-01-17 23:15:00,58,55,61,58,56,62,57,60,58,61
2015-01-17 23:20:00,58,59,64,57,60,61,61,60,59,63
2015-01-17 23:25:00,59,56,63,58,61,61,61,62,59,62
2015-01-17 23:30:00,60,57,61,57,59,61,60,61,58,61
2015-01-17 23:35:00,60,56,61,59,59,60,58,60,58,63
2015-01-17 23:40:00,59,55,61,57,63,59,62,60,59,62
2015-01-17 23:45:00,60,57,61,57,58,60,62,58,57,62
2015-01-17 23:50:00,62,60,64,58,60,64,61,63,60,63
2015-01-17 23:55:00,62,60,64,58,60,63,61,61,60,64
2015-01-18 00:00:00,62,60,64,58,60,61,63,59,60,62
2015-01-18 00:05:00,63,57,62,63,61,60,62,62,61,65
2015-01-18 00:10:00,62,55,63,60,56,62,61,62,61,63
2015-01-18 00:15:00,61,54,64,58,56,61,61,61,59,64
2015-01-18 00:20:00,61,60,64,56,57,60,60,60,56,62
2015-01-18 00:25:00,61,58,60,57,60,61,60,58,59,65
2015-01-18 00:30:00,65,61,64,56,60,59,62,60,60,64
2015-01-18 00:35:00,64,63,66,60,53,63,65,61,59,64
2015-01-18 00:40:00,63,63,64,57,56,64,63,62,58,64
2015-01-18 00:45:00,65,64,64,61,58,65,62,64,61,66
2015-01-18 00:50:00,66,64,63,56,54,62,63,61,60,65
2015-01-18 00:55:00,64,65,65,58,56,65,62,61,60,65
2015-01-18 01:00:00,65,64,62,58,59,62,63,62,59,66
2015-01-18 01:05:00,63,63,64,60,60,62,64,59,58,65
2015-01-18 01:10:00,66,64,63,58,58,61,69,63,59,65
2015-01-18 01:15:00,65,60,67,60,62,62,64,64,47,60
2015-01-18 01:20:00,65,59,65,59,58,63,56,60,52,62
2015-01-18 01:25:00,64,61,64,59,54,63,56,59,48,64
2015-01-18 01:30:00,64,60,63,60,55,62,61,57,57,64
2015-01-18 01:35:00,65,62,66,58,54,61,62,59,54,63
2015-01-18 01:40:00,65,66,63,58,56,62,65,59,55,66
2015-01-18 01:45:00,64,64,62,61,59,63,64,63,52,64
2015-01-18 01:50:00,62,55,58,60,58,59,63,60,53,65
2015-01-18 01:55:00,66,63,64,61,57,65,67,58,55,68
2015-01-18 02:00:00,66,64,62,61,57,62,63,59,57,65
2015-01-18 02:05:00,66,65,63,60,55,65,63,62,58,65
2015-01-18 02:10:00,63,66,65,58,60,62,61,62,59,66
2015-01-18 02:15:00,64,63,61,60,59,61,67,64,59,66
2015-01-18 02:20:00,68,70,69,64,60,63,69,63,60,66
2015-01-18 02:25:00,65,63,65,57,59,63,68,62,59,67
2015-01-18 02:30:00,63,61,61,60,55,63,64,64,58,64
2015-01-18 02:35:00,65,60,64,57,59,63,61,64,59,69
2015-01-18 02:40:00,63,62,64,59,58,62,66,61,61,66
2015-01-18 02:45:00,66,66,67,62,61,63,65,63,60,66
2015-01-18 02:50:00,67,64,65,62,58,65,67,60,60,66
2015-01-18 02:55:00,64,62,62,60,58,65,62,64,59,68
2015-01-18 03:00:00,67,64,67,62,62,66,64,60,61,66
2015-01-18 03:05:00,66,62,68,63,62,63,59,61,61,65
2015-01-18 03:10:00,65,68,71,59,58,66,61,65,62,67
2015-01-18 03:15:00,66,65,65,60,62,65,63,61,60,64
2015-01-18 03:20:00,64,60,65,61,66,63,62,64,60,61
2015-01-18 03:25:00,66,61,64,63,57,64,61,67,58,63
2015-01-18 03:30:00,63,63,62,63,56,67,64,63,61,63
2015-01-18 03:35:00,63,65,68,60,64,69,69,64,59,64
2015-01-18 03:40:00,68,66,72,67,57,66,67,66,61,64
2015-01-18 03:45:00,66,63,67,61,57,64,64,63,59,67
2015-01-18 03:50:00,63,62,65,60,58,64,65,65,63,64
2015-01-18 03:55:00,64,64,70,65,56,65,67,65,66,66
2015-01-18 04:00:00,65,63,65,65,56,65,68,61,63,65
2015-01-18 04:05:00,64,65,61,58,48,62,64,59,59,64
2015-01-18 04:10:00,65,59,65,63,61,65,64,63,59,68
2015-01-18 04:15:00,65,60,66,60,60,62,66,60,61,67
2015-01-18 04:20:00,67,65,66,63,67,65,69,61,63,65
2015-01-18 04:25:00,68,62,65,63,66,65,66,67,64,66
2015-01-18 04:30:00,66,57,63,59,64,64,66,65,63,65
2015-01-18 04:35:00,63,65,66,63,58,60,58,67,62,65
2015-01-18 04:40:00,67,66,68,61,60,63,62,64,64,66
2015-01-18 04:45:00,62,62,67,62,52,67,59,64,63,65
2015-01-18 04:50:00,62,63,67,66,53,65,61,61,63,67
2015-01-18 04:55:00,66,62,68,65,63,63,61,62,61,66
2015-01-18 05:00:00,64,59,65,55,55,60,58,61,60,63
2015-01-18 05:05:00,61,61,64,55,55,62,59,61,58,62
2015-01-18 05:10:00,63,60,65,55,59,64,62,65,61,63
2015-01-18 05:15:00,65,63,67,56,59,64,59,62,62,64
2015-01-18 05:20:00,64,59,65,55,59,62,60,62,61,63
2015-01-18 05:25:00,64,63,66,55,62,64,62,65,62,64
2015-01-18 05:30:00,62,60,64,53,64,63,60,62,61,64
2015-01-18 05:35:00,63,61,65,53,54,60,57,62,60,64
2015-01-18 05:40:00,64,61,64,54,56,62,60,64,59,63
2015-01-18 05:45:00,62,64,66,59,59,62,63,63,59,64
2015-01-18 05:50:00,65,65,66,57,63,64,64,63,58,65
2015-01-18 05:55:00,64,61,65,58,60,62,63,61,59,65
2015-01-18 06:00:00,63,62,64,59,52,64,66,63,62,65
2015-01-18 06:05:00,65,63,66,58,62,64,62,62,62,64
2015-01-18 06:10:00,63,61,65,60,64,66,61,62,60,65
2015-01-18 06:15:00,64,65,67,58,60,65,64,62,60,65
2015-01-18 06:20:00,67,65,67,57,64,67,68,66,62,66
2015-01-18 06:25:00,66,65,65,58,63,65,64,65,62,65
2015-01-18 06:30:00,66,64,66,58,63,65,65,65,62,65
2015-01-18 06:35:00,64,63,65,55,63,65,67,64,62,67
2015-01-18 06:40:00,65,66,65,53,58,65,62,64,60,66
2015-01-18 06:45:00,63,61,64,54,60,63,63,62,59,66
2015-01-18 06:50:00,63,63,64,57,59,63,67,64,60,66
2015-01-18 06:55:00,62,61,64,54,60,63,62,62,60,65
2015-01-18 07:00:00,63,61,64,58,60,64,64,63,61,66
2015-01-18 07:05:00,65,61,65,54,58,65,65,62,61,64
2015-01-18 07:10:00,63,62,65,55,61,65,65,63,61,66
2015-01-18 07:15:00,64,61,66,57,59,62,64,61,59,64
2015-01-18 07:20:00,61,60,66,54,58,62,66,64,61,65
2015-01-18 07:25:00,63,63,66,58,64,65,66,64,60,65
2015-01-18 07:30:00,64,62,65,56,61,64,66,63,59,66
2015-01-18 07:35:00,63,63,65,55,61,63,66,64,60,65
2015-01-18 07:40:00,64,64,66,56,62,62,64,64,60,65
2015-01-18 07:45:00,61,63,67,58,61,62,62,60,58,64
2015-01-18 07:50:00,62,64,66,57,64,64,63,61,61,68
2015-01-18 07:55:00,64,64,65,54,62,66,63,61,63,67
2015-01-18 08:00:00,60,62,66,51,59,64,65,65,62,67
2015-01-18 08:05:00,62,63,65,55,62,64,61,63,60,67
2015-01-18 08:10:00,61,62,65,56,65,66,65,63,62,66
2015-01-18 08:15:00,64,65,67,56,67,68,68,67,64,68
2015-01-18 08:20:00,64,65,67,54,65,66,67,67,62,67
2015-01-18 08:25:00,64,66,66,57,65,67,68,65,62,67
2015-01-18 08:30:00,64,63,66,54,63,65,64,65,62,66
2015-01-18 08:35:00,62,62,67,56,65,64,67,63,63,66
2015-01-18 08:40:00,63,63,66,57,64,64,68,64,61,65
2015-01-18 08:45:00,61,63,64,56,60,62,60,62,56,64
2015-01-18 08:50:00,64,62,65,54,59,62,62,59,53,64
2015-01-18 08:55:00,60,59,63,54,60,61,61,60,59,64
2015-01-18 09:00:00,60,61,64,51,62,62,62,64,59,64
2015-01-18 09:05:00,59,59,63,43,63,61,57,61,57,63
2015-01-18 09:10:00,58,56,61,51,53,55,58,61,58,63
2015-01-18 09:15:00,58,60,62,50,61,59,61,61,57,63
2015-01-18 09:20:00,60,58,62,51,56,59,59,61,57,65
2015-01-18 09:25:00,57,54,60,52,64,60,61,62,59,65
2015-01-18 09:30:00,57,59,63,49,60,63,62,62,60,65
2015-01-18 09:35:00,56,58,63,53,60,60,60,60,57,63
2015-01-18 09:40:00,57,59,62,51,57,61,60,60,56,64
2015-01-18 09:45:00,55,57,60,51,54,56,60,58,52,62
2015-01-18 09:50:00,53,52,57,46,53,56,56,58,54,62
2015-01-18 09:55:00,55,54,60,50,56,58,48,53,52,60
2015-01-18 10:00:00,56,54,60,52,49,51,42,47,49,52
2015-01-18 10:05:00,55,51,55,38,38,42,29,40,34,43
2015-01-18 10:10:00,51,43,47,29,27,33,18,35,30,48
2015-01-18 10:15:00,41,27,39,24,18,24,21,32,38,54
2015-01-18 10:20:00,40,19,40,22,16,24,30,45,47,60
2015-01-18 10:25:00,41,20,43,27,20,29,41,54,52,62
2015-01-18 10:30:00,42,19,46,28,30,40,46,57,54,60
2015-01-18 10:35:00,41,17,47,38,49,53,57,59,57,63
2015-01-18 10:40:00,43,22,54,52,55,56,58,60,57,65
2015-01-18 10:45:00,48,46,63,53,61,59,60,61,58,65
2015-01-18 10:50:00,56,54,63,52,59,59,64,63,60,66
2015-01-18 10:55:00,50,55,63,50,61,60,65,61,60,67
2015-01-18 11:00:00,55,58,65,48,65,64,69,64,60,66
2015-01-18 11:05:00,57,59,65,47,62,61,69,64,59,67
2015-01-18 11:10:00,55,60,66,49,60,64,66,63,59,67
2015-01-18 11:15:00,56,61,64,50,62,63,68,64,60,68
2015-01-18 11:20:00,47,60,65,48,66,64,69,64,60,67
2015-01-18 11:25:00,41,57,66,55,60,65,68,63,60,68
2015-01-18 11:30:00,36,54,65,56,62,62,67,59,56,66
2015-01-18 11:35:00,56,59,64,56,65,63,67,60,59,68
2015-01-18 11:40:00,60,61,65,56,61,64,67,62,57,66
2015-01-18 11:45:00,59,60,63,55,63,61,66,60,58,68
2015-01-18 11:50:00,60,60,65,56,60,62,66,60,59,67
2015-01-18 11:55:00,60,63,67,58,63,63,69,61,58,67
2015-01-18 12:00:00,60,61,63,54,61,63,67,62,58,65
2015-01-18 12:05:00,60,58,64,53,60,60,67,62,57,64
2015-01-18 12:10:00,61,62,65,55,59,62,66,64,62,67
2015-01-18 12:15:00,60,62,65,58,62,62,66,63,60,67
2015-01-18 12:20:00,59,62,65,54,62,66,67,62,60,67
2015-01-18 12:25:00,61,61,64,57,63,64,64,63,62,67
2015-01-18 12:30:00,61,61,63,55,59,62,66,63,61,68
2015-01-18 12:35:00,61,63,65,56,64,65,65,63,60,67
2015-01-18 12:40:00,61,64,65,56,63,63,68,64,61,68
2015-01-18 12:45:00,63,64,67,57,59,65,71,64,61,68
2015-01-18 12:50:00,63,65,68,58,63,64,67,66,62,67
2015-01-18 12:55:00,63,65,66,54,61,65,68,63,61,66
2015-01-18 13:00:00,64,63,65,58,61,64,70,64,63,67
2015-01-18 13:05:00,63,63,65,56,62,64,65,62,60,66
2015-01-18 13:10:00,64,64,66,53,61,61,68,63,62,69
2015-01-18 13:15:00,61,65,64,54,60,67,69,63,61,66
2015-01-18 13:20:00,64,65,66,55,65,68,69,67,63,70
2015-01-18 13:25:00,65,65,68,56,62,66,70,66,62,68
2015-01-18 13:30:00,62,64,65,56,63,66,70,64,63,68
2015-01-18 13:35:00,62,64,66,54,63,66,69,65,64,68
2015-01-18 13:40:00,65,64,67,57,64,65,69,65,62,67
2015-01-18 13:45:00,64,65,66,56,61,66,72,67,64,69
2015-01-18 13:50:00,65,67,67,56,63,65,71,65,63,68
2015-01-18 13:55:00,64,67,66,57,63,67,71,66,63,69
2015-01-18 14:00:00,63,66,67,58,60,64,70,66,63,69
2015-01-18 14:05:00,62,64,66,58,64,63,68,65,62,69
2015-01-18 14:10:00,63,65,65,55,62,64,65,64,61,67
2015-01-18 14:15:00,62,64,66,58,66,65,69,66,61,69
2015-01-18 14:20:00,64,64,66,58,65,64,68,65,61,68
2015-01-18 14:25:00,63,61,66,60,62,64,68,64,61,67
2015-01-18 14:30:00,63,64,66,58,65,64,69,63,62,68
2015-01-18 14:35:00,64,62,65,59,65,64,68,66,63,68
2015-01-18 14:40:00,62,63,65,57,62,64,70,66,62,67
2015-01-18 14:45:00,61,61,65,58,61,64,67,62,61,67
2015-01-18 14:50:00,60,60,65,58,60,63,66,64,60,68
2015-01-18 14:55:00,63,65,66,56,61,66,67,64,61,68
2015-01-18 15:00:00,63,64,67,57,66,66,69,64,62,67
2015-01-18 15:05:00,64,66,67,57,68,65,67,64,62,67
2015-01-18 15:10:00,64,64,67,56,62,65,66,63,62,68
2015-01-18 15:15:00,65,66,67,58,59,67,69,66,64,69
2015-01-18 15:20:00,64,65,66,59,64,64,68,63,61,66
2015-01-18 15:25:00,62,64,66,58,61,64,67,65,62,68
2015-01-18 15:30:00,65,65,66,58,61,65,69,66,61,69
2015-01-18 15:35:00,64,66,67,59,61,66,71,66,61,68
2015-01-18 15:40:00,64,64,66,57,62,66,71,66,61,69
2015-01-18 15:45:00,64,64,66,57,65,67,70,65,61,67
2015-01-18 15:50:00,63,63,64,57,62,67,67,64,62,67
2015-01-18 15:55:00,63,63,66,58,58,66,70,62,62,67
2015-01-18 16:00:00,62,61,65,56,64,65,69,65,60,67
2015-01-18 16:05:00,60,61,64,55,65,65,69,63,59,67
2015-01-18 16:10:00,59,58,64,58,60,62,62,62,57,65
2015-01-18 16:15:00,58,57,63,56,63,60,58,60,57,66
2015-01-18 16:20:00,60,61,65,56,62,60,54,60,58,67
2015-01-18 16:25:00,60,61,64,57,61,58,45,59,54,66
2015-01-18 16:30:00,60,60,63,55,63,61,67,62,59,67
2015-01-18 16:35:00,61,62,64,56,63,63,66,63,58,65
2015-01-18 16:40:00,61,59,64,57,64,63,67,62,60,67
2015-01-18 16:45:00,59,56,64,56,63,62,67,62,60,65
2015-01-18 16:50:00,59,61,65,56,66,64,65,61,59,65
2015-01-18 16:55:00,60,62,64,56,64,65,67,62,61,66
2015-01-18 17:00:00,61,62,65,55,63,61,65,60,58,65
2015-01-18 17:05:00,60,59,64,56,57,62,60,58,61,65
2015-01-18 17:10:00,61,59,63,56,60,60,63,58,55,61
2015-01-18 17:15:00,59,57,60,55,58,59,62,59,53,62
2015-01-18 17:20:00,60,57,62,55,60,60,62,58,56,61
2015-01-18 17:25:00,59,56,62,55,60,61,62,59,56,62
2015-01-18 17:30:00,60,59,62,55,60,61,64,59,57,63
2015-01-18 17:35:00,61,59,63,55,57,60,67,63,59,65
2015-01-18 17:40:00,62,60,63,54,58,62,65,62,56,63
2015-01-18 17:45:00,60,57,62,53,56,61,67,60,59,65
2015-01-18 17:50:00,61,60,62,52,58,61,64,60,57,63
2015-01-18 17:55:00,60,60,62,55,61,62,67,63,57,64
2015-01-18 18:00:00,59,61,62,54,60,61,66,61,58,65
2015-01-18 18:05:00,60,60,63,54,61,62,67,62,58,64
2015-01-18 18:10:00,62,61,62,54,60,60,64,59,56,62
2015-01-18 18:15:00,60,56,60,54,58,60,60,60,58,63
2015-01-18 18:20:00,60,59,64,54,59,61,66,61,59,65
2015-01-18 18:25:00,60,61,64,56,61,63,67,61,59,64
2015-01-18 18:30:00,62,62,64,56,61,63,67,60,59,64
2015-01-18 18:35:00,60,61,63,55,57,63,65,62,58,65
2015-01-18 18:40:00,61,59,63,54,57,61,64,63,60,64
2015-01-18 18:45:00,60,60,63,56,62,62,67,63,57,64
2015-01-18 18:50:00,61,59,62,55,60,62,65,63,60,65
2015-01-18 18:55:00,62,62,64,55,62,63,66,63,60,66
2015-01-18 19:00:00,63,61,63,55,60,61,66,62,58,64
2015-01-18 19:05:00,61,59,64,55,61,64,67,61,60,65
2015-01-18 19:10:00,61,62,65,56,61,63,61,61,60,65
2015-01-18 19:15:00,62,61,64,55,63,61,64,61,59,64
2015-01-18 19:20:00,61,60,63,56,57,62,67,61,61,65
2015-01-18 19:25:00,61,59,64,56,62,62,65,62,59,65
2015-01-18 19:30:00,61,58,63,56,60,63,62,62,59,64
2015-01-18 19:35:00,62,62,63,56,59,63,65,61,59,64
2015-01-18 19:40:00,62,61,64,56,63,63,65,62,59,65
2015-01-18 19:45:00,61,61,65,56,60,64,61,61,59,64
2015-01-18 19:50:00,61,61,65,57,61,62,66,63,61,65
2015-01-18 19:55:00,64,63,65,57,62,62,66,63,60,66
2015-01-18 20:00:00,62,60,63,55,61,61,65,63,61,66
2015-01-18 20:05:00,60,60,63,53,65,62,65,63,60,63
2015-01-18 20:10:00,60,59,63,54,60,63,63,60,57,64
2015-01-18 20:15:00,62,61,64,56,63,63,65,64,60,66
2015-01-18 20:20:00,63,63,64,57,61,63,66,63,61,65
2015-01-18 20:25:00,64,64,65,57,62,64,66,61,59,65
2015-01-18 20:30:00,63,63,64,53,62,62,64,62,61,66
2015-01-18 20:35:00,62,63,64,56,62,64,68,62,61,64
2015-01-18 20:40:00,63,62,63,54,63,64,63,60,60,66
2015-01-18 20:45:00,64,64,65,58,63,64,67,63,61,65
2015-01-18 20:50:00,65,66,65,55,60,64,68,64,61,67
2015-01-18 20:55:00,63,64,64,55,60,63,69,64,61,68
2015-01-18 21:00:00,63,65,65,55,62,63,69,63,60,65
2015-01-18 21:05:00,65,63,65,56,61,63,65,62,60,66
2015-01-18 21:10:00,64,63,65,57,63,65,66,65,62,66
2015-01-18 21:15:00,64,64,66,56,61,64,70,64,61,65
2015-01-18 21:20:00,65,64,65,53,62,64,67,63,60,65
2015-01-18 21:25:00,63,64,66,56,62,64,65,64,63,66
2015-01-18 21:30:00,64,64,66,55,61,65,65,64,60,66
2015-01-18 21:35:00,64,62,65,55,63,65,66,63,61,65
2015-01-18 21:40:00,64,63,64,55,63,64,68,62,60,64
2015-01-18 21:45:00,65,63,65,56,58,63,64,64,61,64
2015-01-18 21:50:00,64,64,65,57,61,66,65,66,64,66
2015-01-18 21:55:00,64,65,66,53,64,66,68,66,63,67
2015-01-18 22:00:00,65,66,66,60,59,65,68,65,62,67
2015-01-18 22:05:00,64,66,66,63,61,66,68,64,61,67
2015-01-18 22:10:00,63,64,65,61,63,64,69,65,61,67
2015-01-18 22:15:00,64,64,64,61,61,64,69,65,60,67
2015-01-18 22:20:00,65,63,66,63,63,66,69,64,61,67
2015-01-18 22:25:00,64,62,65,57,61,65,66,64,60,66
2015-01-18 22:30:00,66,67,67,61,61,64,66,65,62,66
2015-01-18 22:35:00,65,62,63,62,63,64,70,65,62,67
2015-01-18 22:40:00,65,61,65,61,62,66,68,66,61,67
2015-01-18 22:45:00,66,67,67,63,64,65,67,67,63,68
2015-01-18 22:50:00,65,63,65,64,63,64,69,64,61,66
2015-01-18 22:55:00,66,65,67,64,62,66,72,66,64,68
2015-01-18 23:00:00,67,65,65,63,64,63,74,66,62,64
2015-01-18 23:05:00,65,65,66,64,67,64,69,64,62,65
2015-01-18 23:10:00,65,68,66,59,59,63,68,66,63,67
2015-01-18 23:15:00,66,67,66,59,61,63,69,66,63,67
2015-01-18 23:20:00,67,67,67,59,63,68,68,65,62,66
2015-01-18 23:25:00,65,66,68,61,62,64,67,65,60,67
2015-01-18 23:30:00,64,65,65,62,61,65,63,65,61,65
2015-01-18 23:35:00,65,65,67,66,66,70,70,66,61,67
2015-01-18 23:40:00,65,63,66,57,61,64,66,64,60,65
2015-01-18 23:45:00,62,60,66,60,61,67,65,63,62,67
2015-01-18 23:50:00,66,64,67,57,61,67,66,63,65,68
2015-01-18 23:55:00,68,70,67,65,62,68,71,62,62,65
2015-01-19 00:00:00,67,63,66,61,64,66,67,66,62,66
2015-01-19 00:05:00,66,64,65,63,62,65,65,64,65,66
2015-01-19 00:10:00,63,62,63,60,68,63,63,66,62,65
2015-01-19 00:15:00,67,61,66,61,57,65,67,66,63,67
2015-01-19 00:20:00,65,67,65,58,65,65,68,66,64,66
2015-01-19 00:25:00,63,64,65,64,61,67,66,62,61,63
2015-01-19 00:30:00,63,62,63,60,66,67,62,59,61,64
2015-01-19 00:35:00,66,64,66,61,61,65,67,65,62,66
2015-01-19 00:40:00,64,62,66,61,57,64,63,62,61,65
2015-01-19 00:45:00,64,64,62,59,61,61,60,60,61,67
2015-01-19 00:50:00,65,60,65,62,61,64,67,59,62,66
2015-01-19 00:55:00,63,63,65,54,63,62,61,64,59,64
2015-01-19 01:00:00,66,66,66,59,57,63,65,60,60,64
2015-01-19 01:05:00,64,60,65,47,53,66,72,63,64,67
2015-01-19 01:10:00,67,69,67,60,63,72,70,63,66,69
2015-01-19 01:15:00,64,65,66,56,66,65,69,65,64,69
2015-01-19 01:20:00,64,62,62,61,55,61,64,68,63,67
2015-01-19 01:25:00,63,62,65,60,57,63,57,65,61,64
2015-01-19 01:30:00,64,59,64,55,61,65,65,65,64,67
2015-01-19 01:35:00,63,62,66,59,62,63,64,64,63,67
2015-01-19 01:40:00,60,59,64,64,56,63,56,62,58,64
2015-01-19 01:45:00,65,61,59,53,57,66,70,64,61,68
2015-01-19 01:50:00,67,66,65,58,51,67,61,64,63,65
2015-01-19 01:55:00,64,62,61,53,57,65,57,62,60,62
2015-01-19 02:00:00,67,61,66,60,56,69,67,63,66,69
2015-01-19 02:05:00,66,59,67,51,53,64,63,63,63,64
2015-01-19 02:10:00,66,58,66,56,54,65,70,66,66,68
2015-01-19 02:15:00,68,69,70,53,56,62,64,63,61,66
2015-01-19 02:20:00,60,64,64,52,52,65,65,62,61,67
2015-01-19 02:25:00,65,62,65,59,61,63,62,61,60,63
2015-01-19 02:30:00,62,62,66,59,62,64,66,63,61,63
2015-01-19 02:35:00,65,67,70,62,63,63,65,64,64,66
2015-01-19 02:40:00,65,64,67,57,64,65,69,60,64,66
2015-01-19 02:45:00,63,59,67,48,60,62,65,65,60,66
2015-01-19 02:50:00,69,64,70,45,49,65,65,61,63,64
2015-01-19 02:55:00,64,59,66,47,55,64,64,61,56,65
2015-01-19 03:00:00,64,61,62,46,55,61,59,59,60,61
2015-01-19 03:05:00,64,60,67,52,63,66,54,62,59,65
2015-01-19 03:10:00,61,64,67,48,64,65,56,55,56,61
2015-01-19 03:15:00,60,55,62,44,54,62,51,54,60,62
2015-01-19 03:20:00,65,58,65,47,59,68,61,63,62,62
2015-01-19 03:25:00,63,62,66,48,55,67,63,63,60,67
2015-01-19 03:30:00,62,60,70,47,55,63,65,61,63,68
2015-01-19 03:35:00,67,68,67,46,62,69,69,65,69,71
2015-01-19 03:40:00,67,67,69,49,61,64,70,66,66,67
2015-01-19 03:45:00,66,66,69,43,58,63,66,63,62,65
2015-01-19 03:50:00,66,62,65,47,63,68,67,68,65,67
2015-01-19 03:55:00,66,61,66,43,55,69,63,67,63,67
2015-01-19 04:00:00,63,61,66,45,61,71,67,68,63,66
2015-01-19 04:05:00,63,62,66,46,59,66,59,61,67,67
2015-01-19 04:10:00,66,66,70,43,64,67,66,65,64,67
2015-01-19 04:15:00,65,63,71,42,61,70,68,65,64,66
2015-01-19 04:20:00,65,64,68,43,64,66,64,63,60,67
2015-01-19 04:25:00,63,65,68,47,61,66,67,64,62,65
2015-01-19 04:30:00,64,64,68,43,67,67,67,66,63,67
2015-01-19 04:35:00,63,62,66,44,62,67,67,64,64,66
2015-01-19 04:40:00,64,65,65,47,59,68,63,63,61,66
2015-01-19 04:45:00,67,66,67,47,61,69,67,64,64,69
2015-01-19 04:50:00,63,60,68,44,63,69,66,63,66,66
2015-01-19 04:55:00,61,62,67,43,54,66,61,58,61,63
2015-01-19 05:00:00,61,57,65,37,51,66,64,58,61,64
2015-01-19 05:05:00,66,60,64,38,62,64,67,64,62,67
2015-01-19 05:10:00,63,61,66,41,59,63,61,61,57,62
2015-01-19 05:15:00,61,60,64,38,61,65,65,65,62,65
2015-01-19 05:20:00,63,64,69,40,60,67,66,66,65,67
2015-01-19 05:25:00,64,64,67,42,63,67,63,65,61,65
2015-01-19 05:30:00,64,62,66,41,54,64,63,62,58,64
2015-01-19 05:35:00,62,62,67,44,57,65,69,64,61,66
2015-01-19 05:40:00,65,65,66,49,58,68,68,65,64,66
2015-01-19 05:45:00,63,60,64,49,61,66,66,62,60,64
2015-01-19 05:50:00,65,62,66,49,60,66,67,65,63,65
2015-01-19 05:55:00,64,61,65,50,58,67,62,63,62,65
2015-01-19 06:00:00,62,61,64,50,61,66,63,63,59,64
2015-01-19 06:05:00,63,63,65,48,61,65,65,63,60,64
2015-01-19 06:10:00,60,60,64,48,60,63,65,63,59,64
2015-01-19 06:15:00,62,60,65,49,57,64,65,61,59,63
2015-01-19 06:20:00,61,57,64,48,56,64,65,62,60,65
2015-01-19 06:25:00,63,61,66,48,60,64,65,63,59,65
2015-01-19 06:30:00,61,58,63,48,58,63,64,60,58,60
2015-01-19 06:35:00,60,58,63,48,56,60,61,59,55,61
2015-01-19 06:40:00,59,56,63,53,55,62,62,59,58,63
2015-01-19 06:45:00,60,57,64,51,61,61,64,61,58,63
2015-01-19 06:50:00,61,58,63,49,58,61,62,60,58,62
2015-01-19 06:55:00,62,60,63,48,58,61,60,62,58,61
2015-01-19 07:00:00,59,58,63,49,59,61,63,59,57,62
2015-01-19 07:05:00,60,59,63,50,58,61,64,57,56,61
2015-01-19 07:10:00,59,56,62,49,57,59,63,57,55,61
2015-01-19 07:15:00,57,55,61,47,59,60,63,59,58,62
2015-01-19 07:20:00,60,58,62,46,58,60,65,59,56,62
2015-01-19 07:25:00,61,58,63,49,58,58,63,60,57,62
2015-01-19 07:30:00,59,55,62,48,55,53,59,55,50,58
2015-01-19 07:35:00,59,56,60,47,55,50,36,57,55,61
2015-01-19 07:40:00,59,57,63,47,54,48,30,56,55,63
2015-01-19 07:45:00,54,52,60,46,50,50,47,59,57,61
2015-01-19 07:50:00,54,56,65,47,61,59,60,58,56,60
2015-01-19 07:55:00,57,54,62,51,60,60,64,60,57,63
2015-01-19 08:00:00,58,57,64,48,60,60,62,62,56,60
2015-01-19 08:05:00,54,54,65,50,60,60,63,60,58,61
2015-01-19 08:10:00,57,55,64,48,57,59,59,60,57,63
2015-01-19 08:15:00,57,56,65,50,59,60,59,58,58,62
2015-01-19 08:20:00,59,59,64,49,59,62,65,61,57,62
2015-01-19 08:25:00,60,60,65,48,60,60,60,61,58,63
2015-01-19 08:30:00,59,57,66,49,54,59,59,56,54,60
2015-01-19 08:35:00,55,51,62,45,52,57,61,59,54,62
2015-01-19 08:40:00,56,54,63,46,51,58,61,58,55,62
2015-01-19 08:45:00,54,52,63,46,55,58,59,59,57,61
2015-01-19 08:50:00,53,54,63,46,59,60,56,59,55,62
2015-01-19 08:55:00,56,55,63,47,61,60,57,60,57,62
2015-01-19 09:00:00,57,54,61,48,62,59,59,57,54,59
2015-01-19 09:05:00,53,55,64,48,58,61,60,57,55,60
2015-01-19 09:10:00,55,54,63,48,56,60,59,56,55,62
2015-01-19 09:15:00,54,54,65,46,55,60,62,61,57,64
